Name,Country,Region,Location,Lat,Lng,Project type,Work nature,Project stage,Status,Client,General contractor/JV,General contractor,JV / parents,Concrete subcontractor,Competitor present,Value,Currency,Value band,Announced,Tender deadline,Expected concrete start,Expected completion,Concrete opportunity,Fit,Fit profile,Fit reason,Fit dimensions,Product fit,Use case,AE,SDR,Partner route,Partner contact,Source,Notice URL,Notice ID,Summary,Verified,Next action,Next action date,Recontact date,HubSpot deal
"Tumwata Village, Willamette Falls",United States,us_west,"Oregon City, OR",,,Residential,New build,Groundbreaking / enabling works,New,,,,,,,,USD,,,,,,Unknown,Low,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,lawson,reed,TBD,,NEWS,https://www.nextportland.com/,,"Infrastructure groundbreaking held; roads over the next 12-15 months, then a multi-use retail/office/event building and an apartment building. Oregon and tribal leaders. Verify value - may be below threshold at phase level.",__NO__,,,,
Meta Prineville data centre campus,United States,us_west,"Prineville, Crook County, OR",,,Data centre,Extension,Main works / on site,New,Meta,,,,,,2000,USD,250M+,,,,,Large,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Slabs / pavements,lawson,reed,TBD,,NEWS,https://servercountry.org/policy/oregon/,,$2bn+ invested to date. Long-running multi-building campus. Verify whether further phases are permitted.,__NO__,,,,
Google The Dalles data centre,United States,us_west,"The Dalles, Wasco County, OR",,,Data centre,Extension,Main works / on site,New,Google,,,,,,,USD,,,,,,Unknown,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Slabs / pavements,lawson,reed,TBD,,NEWS,https://servercountry.org/policy/oregon/,,"Established, multi-phase. Verify current expansion status.",__NO__,,,,
Apple Prineville data centre,United States,us_west,"Prineville, Crook County, OR",,,Data centre,Extension,Main works / on site,New,Apple,,,,,,,USD,,,,,,Unknown,Low,Precast & batching supply,,,"Cure / Signal,Data Hub",Slabs / pavements,lawson,reed,TBD,,NEWS,https://www.kadoa.com/datacenter/state/oregon,,Established. Verify current expansion status.,__NO__,,,,
QTS Hillsboro data centre campuses,United States,us_west,"Hillsboro, OR",,,Data centre,Extension,Main works / on site,New,QTS Realty,,,,,,,USD,,,,,,Unknown,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Slabs / pavements,lawson,reed,TBD,,NEWS,https://servercountry.org/policy/oregon/,,"Multiple Hillsboro campuses, large MW-scale. 16 DC sites tracked in Hillsboro alone.",__NO__,,,,
Forest Grove first data centre,United States,us_west,"Forest Grove, OR",,,Data centre,New build,Planning / pre-tender,New,,,,,,,,USD,,,,,,Unknown,Low,Precast & batching supply,,,"Cure / Signal,Data Hub",Slabs / pavements,lawson,reed,TBD,,NEWS,https://servercountry.org/policy/oregon/,,"Approved under existing Light Industrial zoning despite neighbourhood pushback on noise, light, wetlands and building scale. Indicates the opposition pattern to expect.",__NO__,,,,
Detroit Dam downstream fish passage,United States,us_west,"Detroit, Linn/Marion counties, OR",,,Dam / hydro / reservoir,New build,Planning / pre-tender,Recontact later,USACE Portland District,,,,,,1900,USD,250M+,,,,,Large,Low,Mass-concrete civils,,,"MixAI,Data Hub",Mass concrete,lawson,reed,TBD,,NEWS,https://www.propublica.org/article/willamette-river-salmon-dams-usace,,"LIKELY DEFERRED. Part of a $1.9bn Willamette Valley System plan that on paper included a ~300FT TALL TOWER attached to the dam face (requiring blasting adjacent to the dam) and floating fish collectors up to $450m each. BUT the JUNE 2026 RECORD OF DECISION WENT OPERATIONAL NOT STRUCTURAL - deep drawdowns, seasonal spills and fish-weir operations. Tribes criticise the economics (hydropower costs projected to outstrip revenues by $700m+ over 30 years). DO NOT build a pursuit around this; monitor ROD implementation.",__NO__,,,,
"Boone Bridge, Wilsonville",United States,us_west,"Wilsonville, OR",,,Bridge / viaduct,Replacement,Planning / pre-tender,Recontact later,ODOT,,,,,,725,USD,250M+,,,,,Large,Low,Mass-concrete civils,,,"Cure / Signal,MixAI",Culverts / ancillary structures,lawson,reed,TBD,,NEWS,https://cityobservatory.org/reign_of_error2025/,,$725m (was $450-550m in 2021). Cost has ballooned and NO CONSTRUCTION DATE CONFIRMED. Treat as unfunded. Watchlist.,__NO__,,,,
Hood River Bridge replacement,United States,us_west,"Hood River, OR",,,Bridge / viaduct,Replacement,Planning / pre-tender,Recontact later,Port of Hood River / ODOT,,,,,,1100,USD,250M+,,,,,Large,Medium,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Culverts / ancillary structures,lawson,reed,TBD,,NEWS,https://cityobservatory.org/reign_of_error2025/,,Cost grown from $520m (three years ago) to over $1.1bn. CURRENT STATUS UNVERIFIED - could be a top-five Oregon item or dead. Needs one dedicated search.,__NO__,,,,
I-5 Rose Quarter Improvement Project,United States,us_west,"Portland, OR",,,Highway / road,Widening / twinning,Planning / pre-tender,Disqualified,ODOT,,,,,,2100,USD,250M+,,,,,Small,Disqualified,Mass-concrete civils,,,,Culverts / ancillary structures,lawson,reed,TBD,,NEWS,https://www.kgw.com/article/news/local/rose-quarter-i205-projects-limbo-tolling-pause-rising-costs/283-f65d85be-3798-4853-b3c7-0b3c2efc3812,,DISQUALIFIED: effectively shelved by ODOT after the tolling pause. Cost quadrupled. Revisit only if a new funding source is legislated.,__NO__,,,,
I-205 Phase 2 (West Linn to Stafford Rd),United States,us_west,"West Linn to Stafford Rd, OR",,,Highway / road,Widening / twinning,Planning / pre-tender,Disqualified,ODOT,,,,,,800,USD,250M+,,,,,Small,Disqualified,Mass-concrete civils,,,,Culverts / ancillary structures,lawson,reed,TBD,,NEWS,https://www.kgw.com/article/news/local/the-story/abernethy-bridge-delayed-72-million-cost/283-faf8eb61-6b71-4190-8a86-d45f6cdce83c,,DISQUALIFIED: indefinitely postponed. $800m (was $453m in 2022). Includes the Tualatin River Bridge replacement. ODOT floated a minimum viable earthquake-ready corridor alternative needing an extra $125m.,__NO__,,,,
Willamette Water Supply Program (WWSP),United States,us_west,"Wilsonville to Hillsboro, Washington County, OR",,,Water treatment,New build,Finishing,Disqualified,Tualatin Valley Water District + Hillsboro + Beaverton,,,,,,1600,USD,250M+,,,,,Small,Disqualified,Mass-concrete civils,,,,Marine / water-retaining,lawson,reed,TBD,,NEWS,https://www.ourreliablewater.org/,,"DISQUALIFIED: COMPLETES 2026. One of the largest public works projects in Oregon history - Wilsonville intake, 30+ miles of large-diameter pipeline, new WTP in Sherwood, finished water pump station, two Cooper Mountain terminal reservoirs, all to Cascadia seismic standard. MISSED - but read as a reference for how the region specifies seismic water infrastructure.",__NO__,,,,
"OHSU Vista Pavilion, Marquam Hill",United States,us_west,"Portland, OR",,,Hospital / healthcare,Extension,Complete,Disqualified,OHSU,,,,,,650,USD,250M+,,,,,Small,Disqualified,Schedule-critical vertical build,,,,In-situ frame,lawson,reed,TBD,,NEWS,https://nwconstructionnews.com/ohsus-650-million-hospital-expansion-nears-completion-on-portlands-marquam-hill/,,"DISQUALIFIED: opened 7 April 2026. 14 storeys, 128 beds.",__NO__,,,,
OHSU Doernbecher Children's Hospital expansion,United States,us_west,"Portland, OR",,,Hospital / healthcare,Extension,Planning / pre-tender,Disqualified,OHSU,,,,,,,USD,,,,,,Small,Disqualified,Schedule-critical vertical build,,,,In-situ frame,lawson,reed,TBD,,NEWS,https://www.nextportland.com/,,DISQUALIFIED: SHELVED after a decade and multiple delays.,__NO__,,,,
PDX Next phase 2,United States,us_west,"Portland International Airport, OR",,,Airport,Extension,Finishing,Disqualified,Port of Portland,,,,,,,USD,,,,,,Small,Disqualified,Schedule-critical vertical build,,,,In-situ frame,lawson,reed,TBD,,NEWS,https://www.sellingportlandhomes.com/blog/new-developments-in-portland-oregon-10-big-changes-coming-in-2026,,"DISQUALIFIED: completes 2026, terminal fully modernised this year.",__NO__,,,,
Hillsboro Hops ballpark,United States,us_west,"Hillsboro, OR",,,Stadium / arena / convention,New build,Finishing,Disqualified,,,,,,,,USD,,,,,,Small,Disqualified,Schedule-critical vertical build,,,,In-situ frame,lawson,reed,TBD,,NEWS,https://nwconstructionnews.com/ohsus-650-million-hospital-expansion-nears-completion-on-portlands-marquam-hill/,,DISQUALIFIED: opening 2026.,__NO__,,,,
PSNS & IMF Multi-Mission Dry Dock,United States,us_west,"Naval Base Kitsap-Bremerton, WA",,,Port / marine,Replacement,Tender,New,NAVFAC / US Navy,,,,,,30000,USD,250M+,,,Spring 2028,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Marine / water-retaining,lawson,reed,TBD,,NEWS,https://www.workboat.com/navy-advances-30-billion-drydock-program-at-puget-sound-naval-shipyard,,"$30bn CONTRACT CEILING; individual portions up to $6bn. Sources Sought 1 July 2026; IDIQ MACC RFP DUE SEPTEMBER 2026. Base period 60 months + five 12-month options = UP TO 10 YEARS. Construction begins spring 2028. Built within the footprint of existing DRY DOCK 3, PIER 6 and PIER 7. Scope: dry dock drainage, dewatering and flooding systems, A CAISSON AND GATE SYSTEM, utility tunnels, roadways and rail, portal crane rails, comms, M&E, plus demolition. Fully pressure-relieved dry dock for Ford-class and Nimitz-class carriers. Part of SIOP. Task orders: (1) dredging + piers/buildings/utilities (2) demolish DD3 + build the dock (3) substations, utility tunnels, crane rails (4) the caisson. BEST ConcreteDNA TARGET IN THE WEST US TERRITORY - bidding consortia forming now.",__NO__,,,,
Howard A. Hanson Dam Additional Water Storage Fish Passage Facility,United States,us_west,"Ravensdale (Green River), King County, WA",,,Dam / hydro / reservoir,Extension,Awarded - pre-start,New,USACE Seattle District + Tacoma Public Utilities,FlatironDragados-Aecon JV,,,,,691,USD,250M+,,,Q2 2026,2031-09-30,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Marine / water-retaining,lawson,reed,TBD,,NEWS,https://www.fdcorp.com/en/news/dams/2026/usace-contract-award-finalized-for-howard-a-hanson-dam-additional-water-storage-fish-passage,,"$691m finalised (up from the $657m award 16 Oct 2024). CONSTRUCTION BEGINS Q2 2026, substantial completion Q3 2031. Scope: FIXED MULTIPORT COLLECTOR, new intake and TOWER, STEEP SLOPE BYPASS, DECELERATION TUNNEL, OUTFALL STILLING BASIN. USACE Integrated Design and Construction method. Non-federal sponsor Tacoma Public Utilities. Hanson held a record pool and cut peak flooding by 5+ feet in Dec 2025. WAS MISSING from the Washington page - should have been in the top 7.",__NO__,,,,
Sound Transit West Seattle Link Extension,United States,us_west,"West Seattle, WA",,,Rail / metro,New build,PCSA / preconstruction,New,Sound Transit,,,,,,,USD,,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Precast,lawson,reed,TBD,,NEWS,https://www.westsideseattle.com/robinson-papers/2026/05/28/sound-transit-board-approves-updated-st3-plan-prioritizing-west-seattle,,"FULLY FUNDED and greenlit for immediate progress in the May 2026 ST3 realignment (Avalon Station dropped). Property acquisition and preliminary work starting. Elevated guideway, stations, Duwamish crossing. Highest-priority ST segment because it has confirmed money and immediate activity.",__NO__,,,,
Sound Transit Ballard Link Extension - initial segment (SODO to Seattle Center),United States,us_west,"Seattle, WA",,,Tunnel,New build,Planning / pre-tender,New,Sound Transit,,,,,,20100,USD,250M+,,,,2042-12-31,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Tunnel linings,lawson,reed,TBD,,NEWS,https://www.soundtransit.org/system-expansion/ballard-link-extension,,"Full extension $20.1-22.6bn (up from ~$11.9bn). Initial segment FULLY FUNDED, opens 2042. Final EIS expected 2026. Seattle Center to Market Street is DESIGNED BUT UNFUNDED. Includes a 3.3-MILE LIGHT-RAIL-ONLY TUNNEL from International District to Seattle Center and nine new/expanded stations across the full alignment. Deep bored tunnel plus deep station boxes.",__NO__,,,,
Sound Transit Everett Link Extension Phases 1 & 2,United States,us_west,"Lynnwood to Everett, WA",,,Rail / metro,New build,PCSA / preconstruction,New,Sound Transit,,,,,,9500,USD,250M+,,,,2041-12-31,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Precast,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,"$9.5bn 2026 estimate, up from $7.7bn in 2025 and $2.9bn above the 2021 baseline. FULLY FUNDED, schedule maintained in the May 2026 realignment. 16 MILES, opens 2037-2041. Serves the Everett SW Industrial Center. The escalation from $2.9bn to $9.5bn is itself the argument for cost-control tooling.",__NO__,,,,
Sound Transit Tacoma Dome Link Extension,United States,us_west,"Federal Way to Tacoma, WA",,,Rail / metro,New build,PCSA / preconstruction,New,Sound Transit,,,,,,,USD,,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Precast,lawson,reed,TBD,,NEWS,https://www.westsideseattle.com/robinson-papers/2026/05/28/sound-transit-board-approves-updated-st3-plan-prioritizing-west-seattle,,FULLY FUNDED through construction; schedule maintained in the May 2026 realignment. Completes the light rail spine Everett to Tacoma. Tacoma Dome Access Improvements also fully funded.,__NO__,,,,
Sound Transit - two new Link Operations & Maintenance Facilities,United States,us_west,"Puget Sound region, WA",,,Logistics / warehouse,New build,PCSA / preconstruction,New,Sound Transit,,,,,,,USD,,,,,,Large,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Slabs / pavements,lawson,reed,TBD,,NEWS,https://www.soundtransit.org/get-to-know-us/news-events/news-releases/sound-transit-board-adopts-updated-st3-system-plan,,FULLY FUNDED through construction. Large slab-on-grade and structural work. Often overlooked next to the tunnels - worth pursuing directly.,__NO__,,,,
Sound Transit Graham Street infill station,United States,us_west,"Seattle, WA",,,Rail / metro,New build,PCSA / preconstruction,New,Sound Transit,,,,,,,USD,,,,,,Small,Low,Mass-concrete civils,,,Cure / Signal,In-situ frame,lawson,reed,TBD,,NEWS,https://www.soundtransit.org/get-to-know-us/news-events/news-releases/sound-transit-board-adopts-updated-st3-system-plan,,Fully funded in the May 2026 realignment.,__NO__,,,,
Sound Transit Renton Transit Center Parking Garage,United States,us_west,"Renton, WA",,,Other,New build,PCSA / preconstruction,New,Sound Transit,,,,,,,USD,,,,,,Medium,Medium,Schedule-critical vertical build,,,Cure / Signal,Post-tensioned slabs,lawson,reed,TBD,,NEWS,https://www.westsideseattle.com/robinson-papers/2026/05/28/sound-transit-board-approves-updated-st3-plan-prioritizing-west-seattle,,Fully funded. Parking structure - PT decks. Verify value.,__NO__,,,,
Puget Sound Gateway - SR 509 Completion Project,United States,us_west,"I-5 to 24th Ave South, King County, WA",,,Highway / road,New build,Main works / on site,New,WSDOT,,,,,,2380,USD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Culverts / ancillary structures,lawson,reed,TBD,,NEWS,https://wsdot.wa.gov/construction-planning/major-projects/puget-sound-gateway-program,,"Part of a $2.38bn programme ($2bn from Connecting Washington and Move Ahead Washington). STAGE 1B UNDER CONSTRUCTION (new expressway); Stage 2a awarded, Stage 2b progressive design-build. Includes the VETERANS DRIVE TUNNEL and the S 216TH ST BRIDGE. Clear Creek Fish Barrier Mitigation design-bid-build 2026-2028. Tolled expressway.",__NO__,,,,
Puget Sound Gateway - SR 167 Completion Project,United States,us_west,"Puyallup to Port of Tacoma, Pierce County, WA",,,Highway / road,New build,Main works / on site,New,WSDOT,,,,,,,USD,,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Culverts / ancillary structures,lawson,reed,TBD,,NEWS,https://wsdot.wa.gov/construction-planning/search-projects/sr-167-completion-project,,6 NEW MILES OF TOLLED HIGHWAY plus sidewalks and shared-use paths. Includes re-channelling Hylebos Creek away from I-5 and a riparian restoration programme across 150+ acres.,__NO__,,,,
Hanford Waste Treatment Plant - High-Level Waste Facility (Phase 2),United States,us_west,"Hanford Site, Richland, WA",,,Nuclear,New build,Main works / on site,New,US Department of Energy,Bechtel National,,,,,,USD,,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",In-situ frame,lawson,reed,TBD,,NEWS,https://www.bechtel.com/projects/hanford-wtp/,,"THE UNFINISHED SECOND PHASE of the world's largest radioactive waste treatment facility. Phase 1 (Low-Activity Waste Facility) began vitrifying Oct 2025 and had processed 100,000+ gallons by May 2026. Plant has absorbed $30bn+ over 20 years; site annual federal budget ~$3bn. Treats part of ~56 million gallons in 177 underground tanks across the 580-sq-mile site. BECHTEL IS THE ACCOUNT.",__NO__,,,,
Hanford grouting facilities (dual-path plan),United States,us_west,"Hanford Site, Richland, WA",,,Nuclear,New build,Planning / pre-tender,Recontact later,US Department of Energy / Hanford Tank Waste & Closure,,,,,,,USD,,,,,,Unknown,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",In-situ frame,lawson,reed,TBD,,NEWS,https://www.tricitiesbusinessnews.com/articles/8107-doe-pushes-dual-path-hanford-cleanup-plan,,"DOE pushing a dual-path approach; grouting ~$50-100/gallon vs $1,200-1,400/gallon for vitrification. Pre-treatment idling since February as pre-treated waste storage is maxed out. New grouting infrastructure would be needed. CONTESTED - watchdog Hanford Challenge publicly critical. Live near-term possibility.",__NO__,,,,
WSDOT fish passage barrier removal programme,United States,us_west,Western Washington (statewide),,,Bridge / viaduct,Replacement,Main works / on site,New,WSDOT,,,,,,,USD,,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Culverts / ancillary structures,lawson,reed,TBD,,NEWS,https://wsdot.wa.gov/construction-planning/search-projects/sr-509-miller-creek-fish-passage,,Court-mandated under a 2013 US DISTRICT COURT INJUNCTION. Hundreds of fish-passable structures under state highways - new bridges and large culverts. Individual contracts already $190m+. Programme total not published - VERIFY. Programme-level relationship with WSDOT.,__NO__,,,,
SR 3 / SR 16 / SR 166 Gorst Vicinity - Remove Fish Barriers,United States,us_west,"Gorst / Port Orchard, Kitsap County, WA",,,Bridge / viaduct,Replacement,Main works / on site,New,WSDOT,Kiewit Infrastructure West,,,,,193,USD,50-250M,,,Summer 2026,,Medium,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Culverts / ancillary structures,lawson,reed,TBD,,NEWS,https://wsdot.wa.gov/construction-planning/search-projects/sr-3-sr-16-and-sr-166-gorst-vicinity-remove-fish-barriers,,"$192.6m total incl design. Replaces five outdated culverts with new bridges or larger culverts, plus a roundabout at SR 3 / SR 16 Spur / West Sam Christopherson Ave. NEW ROSS CREEK BRIDGE under SR 16 STARTS SUMMER 2026, two summers to complete. Best single proof point for the wider fish passage programme.",__NO__,,,,
SR 509 / Miller Creek fish passage,United States,us_west,"west of SeaTac Airport, WA",,,Bridge / viaduct,Replacement,Planning / pre-tender,Recontact later,WSDOT,,,,,,,USD,,,,,,Unknown,Low,Mass-concrete civils,,,Cure / Signal,Culverts / ancillary structures,lawson,reed,TBD,,NEWS,https://wsdot.wa.gov/construction-planning/search-projects/sr-509-miller-creek-fish-passage,,NO CONSTRUCTION FUNDING at this time; design-build contractor being selected. Construction not before LATE 2028. Replaces two 6ft culverts with a larger fish-passable structure and rebuilds the stream channel. Watchlist.,__NO__,,,,
Microsoft East Wenatchee Campus,United States,us_west,"East Wenatchee, Douglas/Chelan County, WA",,,Data centre,New build,Main works / on site,New,Microsoft,,,,,,,USD,,,,,,Large,High,Precast & batching supply,,,"Cure / Signal,Data Hub,MixAI",Slabs / pavements,lawson,reed,TBD,,NEWS,https://local.microsoft.com/blog/understanding-microsoft-datacenters-in-central-washington/,,"360 MW, expected OPERATIONAL 2026 - so under construction now. Individual buildings ~$47m each (e.g. EAT03 at $47.1m, 244,440 SQ FT SINGLE-STOREY). Very large repetitive slab-on-grade pours. Verify how many buildings remain unbuilt.",__NO__,,,,
Microsoft Malaga datacenter,United States,us_west,"Malaga, Chelan County, WA",,,Data centre,New build,Planning / pre-tender,New,Microsoft,,,,,,,USD,,,,,,Large,High,Precast & batching supply,,,"Cure / Signal,Data Hub,MixAI",Slabs / pavements,lawson,reed,TBD,,NEWS,https://local.microsoft.com/communities/americas/quincy/,,"IN DEVELOPMENT. Microsoft expects to be among the largest taxpayers in East Wenatchee and in Grant, Douglas and Chelan counties once facilities are complete. Microsoft capex ~$190bn in 2026.",__NO__,,,,
Quincy data centre cluster (multi-operator),United States,us_west,"Quincy, Grant County, WA",,,Data centre,Extension,Main works / on site,New,,,,,,,1000,USD,250M+,,,,,Large,High,Precast & batching supply,,,"Cure / Signal,Data Hub",Slabs / pavements,lawson,reed,TBD,,NEWS,https://www.yakimaherald.com/news/topics/future_harvests/future-harvests-how-quincy-became-a-data-center-boomtown/article_9306f58b-5d0c-4ff0-9025-b17d923867a0.html,,"27+ DATA CENTRE BUILDINGS in and around Quincy per a Feb 2026 Columbia Riverkeeper report, incl four large multi-building campuses owned by Microsoft, Sabey and H5. Also CyrusOne, NTT, Yahoo. Vantage WA1 campus alone was $1bn across three facilities. Microsoft's Columbia Data Center (2007) is ~800,000 sq ft on 270 acres. Grant County PUD hydro ~1,050MW average, some of the cheapest rates in the US. Quincy area assessed value projected >$8bn in 2024, over half from data centres. PURSUE AS A CLUSTER with a shared slab-performance pitch.",__NO__,,,,
Grant County PUD infrastructure (data centre load),United States,us_west,"Grant County, WA",,,Power & transmission,Extension,Main works / on site,New,Grant County PUD,,,,,,,USD,,,,,,Unknown,Low,Precast & batching supply,,,Cure / Signal,Piling / foundations,lawson,reed,TBD,,NEWS,https://www.geekwire.com/2026/microsoft-holds-up-rural-washington-as-data-centers-gone-right-but-does-the-model-still-work/,,Microsoft has committed $2.6m+ to one project. Substation and transmission works supporting data centre load. Verify whether any single package clears $30m.,__NO__,,,,
SR 510 Yelm Loop completion,United States,us_west,"Yelm, Thurston County, WA",,,Highway / road,New build,Main works / on site,New,WSDOT,,,,,,,USD,,,,,,Unknown,Low,Mass-concrete civils,,,Cure / Signal,Slabs / pavements,lawson,reed,TBD,,NEWS,https://wsdot.wa.gov/construction-planning/search-projects,,"Three remaining miles between Cullens Road and 170th St SE, two lanes plus shared-use path. Verify value - may be marginal.",__NO__,,,,
Sound Transit T Line extension to Tacoma Community College,United States,us_west,"Tacoma, WA",,,Rail / metro,New build,Planning / pre-tender,Recontact later,Sound Transit,,,,,,,USD,,,,,2043-12-31,Unknown,Low,Mass-concrete civils,,,Cure / Signal,Slabs / pavements,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,Funded but DELAYED TO 2043. Watchlist.,__NO__,,,,
Sound Transit South Kirkland to Issaquah Link (4 Line),United States,us_west,"Kirkland to Issaquah, WA",,,Rail / metro,New build,Planning / pre-tender,Recontact later,Sound Transit,,,,,,,USD,,,,,2050-12-31,Unknown,Low,Mass-concrete civils,,,Cure / Signal,Precast,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,Funded but PUSHED TO 2050. Too distant to action but noted.,__NO__,,,,
Mud Mountain Dam upstream fish passage facility,United States,us_west,"Buckley (White River), WA",,,Dam / hydro / reservoir,New build,Complete,Disqualified,USACE Seattle District,,,,,,,USD,,,,,,Small,Disqualified,Mass-concrete civils,,,,Marine / water-retaining,lawson,reed,TBD,,NEWS,https://www.nws.usace.army.mil/Missions/Civil-Works/Programs-and-Projects/Projects/Mud-Mountain-Dam-Fish-Passage/,,DISQUALIFIED: OPERATING - 1.4m fish passed in 2023. Concrete spent. Confirm whether further phases exist rather than assuming a live opportunity.,__NO__,,,,
PSNS Pier 5 demolition / Pier 6 replacement / Dry Dock 6 seismic upgrades,United States,us_west,"Naval Base Kitsap-Bremerton, WA",,,Port / marine,Replacement,Planning / pre-tender,Recontact later,NAVFAC / US Navy,,,,,,,USD,,,,,,Unknown,Low,Mass-concrete civils,,,Cure / Signal,Marine / water-retaining,lawson,reed,TBD,,NEWS,https://bremertonwaterfrontimprovementseis.com/proposed-action/,,"REMOVED FROM THE PROPOSED ACTION - not currently funded or programmed, no construction schedule determined. Watchlist only.",__NO__,,,,
Sound Transit Boeing Access Road infill station,United States,us_west,"Seattle, WA",,,Rail / metro,New build,Planning / pre-tender,Disqualified,Sound Transit,,,,,,,USD,,,,,,Small,Disqualified,Mass-concrete civils,,,,In-situ frame,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,UNFUNDED in the May 2026 realignment. Prioritised for aggressive pursuit of new funding but no money.,__NO__,,,,
Sound Transit Tacoma Dome Link Extension Parking,United States,us_west,"Puget Sound region, WA",,,Other,Unknown,Planning / pre-tender,Disqualified,Sound Transit,,,,,,217,USD,50-250M,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,DEFERRED in the May 2026 ST3 realignment until new financial capacity materialises. Revisit if Sound Transit finds capacity.,__NO__,,,,
Sound Transit Everett Transit Center Parking,United States,us_west,"Puget Sound region, WA",,,Other,Unknown,Planning / pre-tender,Disqualified,Sound Transit,,,,,,285,USD,250M+,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,DEFERRED in the May 2026 ST3 realignment until new financial capacity materialises. Revisit if Sound Transit finds capacity.,__NO__,,,,
Sound Transit Stride BRT Parking facilities,United States,us_west,"Puget Sound region, WA",,,Other,Unknown,Planning / pre-tender,Disqualified,Sound Transit,,,,,,521,USD,250M+,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,DEFERRED in the May 2026 ST3 realignment until new financial capacity materialises. Revisit if Sound Transit finds capacity.,__NO__,,,,
Sound Transit Edmonds and Mukilteo Parking and Access,United States,us_west,"Puget Sound region, WA",,,Other,Unknown,Planning / pre-tender,Disqualified,Sound Transit,,,,,,87,USD,50-250M,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,DEFERRED in the May 2026 ST3 realignment until new financial capacity materialises. Revisit if Sound Transit finds capacity.,__NO__,,,,
Sound Transit North Sammamish Park-and-Ride,United States,us_west,"Puget Sound region, WA",,,Other,Unknown,Planning / pre-tender,Disqualified,Sound Transit,,,,,,60,USD,50-250M,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,DEFERRED in the May 2026 ST3 realignment until new financial capacity materialises. Revisit if Sound Transit finds capacity.,__NO__,,,,
Sound Transit Sounder South Platform Extensions and Station Access,United States,us_west,"Puget Sound region, WA",,,Other,Unknown,Planning / pre-tender,Disqualified,Sound Transit,,,,,,734,USD,250M+,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,DEFERRED in the May 2026 ST3 realignment until new financial capacity materialises. Revisit if Sound Transit finds capacity.,__NO__,,,,
Sound Transit SR 162 Corridor Improvements,United States,us_west,"Puget Sound region, WA",,,Other,Unknown,Planning / pre-tender,Disqualified,Sound Transit,,,,,,,USD,,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://www.soundtransit.org/get-to-know-us/news-events/news-releases/sound-transit-board-adopts-updated-st3-system-plan,,DEFERRED in the May 2026 ST3 realignment until new financial capacity materialises. Revisit if Sound Transit finds capacity.,__NO__,,,,
Sound Transit Lynnwood Link Extension,United States,us_west,"Washington State, WA",,,Other,Unknown,Complete,Disqualified,,,,,,,,USD,,,,,,Small,Disqualified,Mass-concrete civils,,,,Unknown,lawson,reed,TBD,,NEWS,https://lynnwoodtimes.com/2026/05/29/260528-sound-transit/,,DISQUALIFIED: opened 2024.,__NO__,,,,
